Id,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,AVG_BILL,AVG_PAY,QUOTA,AVG_REPAY
6206,50000,2,2,2,22,0,-1,-1,0,0,0,1470,627,14596,19323,19728,20142,627,14596,5000,716,742,404,0,12648,3681,0.291028648236,0.000000000000
6207,180000,1,2,2,26,0,0,0,0,0,0,145574,108617,102711,95652,97661,99656,3907,3600,3415,3542,3616,2000,0,108312,3347,0.030898439844,0.000000000000
6208,60000,1,1,2,31,2,2,2,2,2,2,60705,62352,60745,58828,55606,58551,3200,0,4580,0,4727,0,1,59465,2085,0.035054528332,2.000000000000
6209,50000,1,2,2,38,0,0,0,-2,-2,-2,26533,16426,0,0,0,0,1000,0,0,0,0,0,0,7160,167,0.023278009265,0.000000000000
6210,340000,2,2,2,27,-1,-1,-1,-1,-1,-1,24583,1954,11271,6559,1924,10057,1964,11337,6591,1933,10072,33,0,9391,5322,0.566657201675,0.000000000000
6211,450000,1,1,2,31,-1,-1,-1,-1,-1,-1,3960,4397,2177,17871,11451,3570,4412,2180,17895,11502,3581,37092,0,7238,12777,1.765347948234,0.000000000000
6212,160000,1,1,2,31,-1,-1,-1,-1,-1,-1,813,1351,0,2773,215,2026,1351,0,2773,215,2026,0,0,1196,1061,0.886737252717,0.000000000000
6213,180000,1,2,1,33,0,0,-1,-1,0,0,177017,107267,11426,96562,144345,141659,20135,12099,96562,49000,140000,6000,0,113046,53966,0.477380889196,0.000000000000
6214,50000,1,2,1,25,1,-1,0,0,0,0,-8,37230,10496,3614,2254,1494,18631,1000,0,0,0,0,1,9180,3272,0.356408859840,0.166666666667
6215,500000,1,2,1,38,1,2,0,0,2,0,91662,88467,90193,94629,92621,80971,0,4500,7200,8,3403,2311,0,89757,2904,0.032350248727,0.833333333333
6216,80000,2,2,2,23,-1,-1,0,0,0,0,3796,7913,7012,11009,16418,27694,7913,1000,9000,6000,12000,5000,0,12307,6819,0.554061374286,0.000000000000
6217,50000,1,2,2,27,0,0,0,0,0,0,46858,22534,18131,18530,19079,19608,2000,4131,1000,1000,1000,1000,0,24123,1689,0.069994472848,0.000000000000
6218,80000,2,2,2,34,1,3,2,0,0,-2,84054,82194,78715,26681,0,0,3,5,1075,0,0,0,1,45274,181,0.003986835711,1.000000000000
6219,150000,2,1,2,40,-1,-1,-1,-1,-2,-2,7296,1819,1012,0,0,0,1819,1012,0,0,0,0,1,1688,472,0.279549718574,0.000000000000
6220,230000,2,3,2,25,0,0,0,0,-1,-1,26214,26504,20010,0,104160,0,2000,1067,0,104160,0,0,0,29481,17871,0.606185835105,0.000000000000
6221,140000,2,2,1,30,0,0,2,4,3,2,106298,111040,122612,120270,118091,122963,6451,15000,1100,0,7000,0,1,116879,4925,0.042139021267,1.833333333333
6222,180000,1,2,2,40,-1,-1,-1,-2,-2,-2,4289,1000,0,0,0,0,1000,0,0,0,0,10443,0,882,1907,2.163546984307,0.000000000000
6223,140000,2,2,2,27,1,2,2,-1,0,0,28332,27464,-1116,90558,92530,83880,0,28,92000,3800,3600,2604,0,53608,17005,0.317216335870,0.833333333333
6224,80000,1,2,1,36,0,0,0,0,0,0,25028,26054,20344,7311,6100,2160,3033,3379,0,0,0,0,0,14500,1069,0.073703690932,0.000000000000
6225,140000,1,2,2,30,0,0,0,0,0,0,131026,130023,76098,50419,47202,43946,5006,2169,1651,2122,3006,2505,0,79786,2743,0.034381697632,0.000000000000
6226,360000,1,1,1,37,-1,-1,-1,-1,-2,-1,797,357,759,0,0,2318,360,759,0,0,2318,0,0,705,573,0.812337508863,0.000000000000
6227,70000,2,1,1,36,1,2,0,0,0,0,31919,31123,32203,34656,36927,38308,0,1600,3000,3000,2000,1420,1,34189,1837,0.053720458623,0.500000000000
6228,20000,1,2,2,30,0,0,0,0,0,0,39508,16063,17090,17506,17924,18526,2546,1300,700,700,900,600,0,21103,1124,0.053278785629,0.000000000000
6229,140000,1,2,1,45,-1,3,2,2,2,2,104144,106179,106947,107690,109821,107893,5200,4000,4000,4000,0,4100,1,107112,3550,0.033142775342,1.833333333333
6230,400000,2,2,2,27,1,-2,-1,-1,-2,-1,0,0,890,0,0,1180,0,890,0,0,1180,1470,0,345,590,1.710144927536,0.166666666667
6231,30000,2,2,2,28,0,0,0,0,0,3,15280,16230,17153,17351,19509,18900,1500,1500,780,2600,0,900,1,17404,1213,0.069716441780,0.500000000000
6232,50000,1,1,1,33,2,2,0,0,0,-1,12632,13131,14817,13725,13147,5932,1000,2000,7000,5000,5932,25497,0,12231,7738,0.632685599041,0.666666666667
6233,380000,1,2,1,38,0,0,0,0,0,0,88112,91640,93480,95256,96964,71250,4569,4000,3000,5000,5000,2070,0,89450,3940,0.044044926235,0.000000000000
6234,170000,2,1,2,29,-1,-1,-1,0,0,0,5539,337,11277,11277,14277,-47,1147,11477,0,3000,0,0,1,7110,2604,0.366244725738,0.000000000000
6235,250000,2,1,2,26,0,0,0,2,2,2,195126,199972,205635,212608,207919,205377,9500,10800,12018,3000,5000,12000,0,204440,8720,0.042651574997,1.000000000000
6236,120000,2,2,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,-10810,-15296,0,0,0,0,0,85929,1,-4351,14322,-3.291542174213,0.166666666667
6237,150000,1,3,1,46,0,0,0,0,0,0,96396,98366,99456,79956,78154,76634,4073,3404,2722,54788,2770,2798,0,88160,11759,0.133383872566,0.000000000000
6238,200000,2,3,1,41,2,0,0,0,0,0,199802,195038,129415,88682,74132,71281,9231,4872,2894,2637,2591,2410,0,126392,4106,0.032485000330,0.333333333333
6239,200000,1,1,1,39,0,0,0,0,0,0,91415,79928,23532,23632,12852,5799,20387,2023,5060,1549,3029,8419,0,39526,6745,0.170633080056,0.000000000000
6240,500000,2,1,2,34,0,0,0,0,0,0,119451,143348,159291,262663,308074,400050,26000,20000,106700,50000,100000,200000,0,232146,83783,0.360907675265,0.000000000000
6241,20000,2,2,2,24,0,0,0,0,0,0,13867,14834,15931,15850,16226,14411,1500,1450,369,429,288,250,0,15187,714,0.047037390665,0.000000000000
6242,80000,2,1,1,47,-1,-1,-1,-1,-1,-1,15739,17253,35369,18351,14249,10637,17253,35369,18351,14249,10637,12331,0,18600,18032,0.969461818312,0.000000000000
6243,80000,2,3,2,23,0,0,2,2,2,2,71988,76940,68255,55983,59823,51519,6200,2000,2,6278,0,1567,0,64085,2675,0.041733852092,1.333333333333
6244,230000,2,1,2,28,-1,-1,-1,-1,-1,-1,12089,2306,13827,11686,46963,15962,2306,13835,11686,46963,15962,1596,0,17139,15391,0.898038567386,0.000000000000
6245,250000,2,2,1,37,0,0,0,0,0,0,215928,221963,224949,229577,234221,238960,9510,8160,8364,8493,8625,8737,0,227600,8648,0.037997272990,0.000000000000
6246,420000,2,1,1,30,-1,-1,-1,-1,-1,-1,3790,19292,15068,37435,-1896,18995,19292,15087,37435,287,25087,3046,0,15447,16706,1.081459583100,0.000000000000
6247,320000,1,2,2,37,0,0,-1,0,0,0,31989,35554,85376,88585,101546,41685,5001,92586,5001,15001,3011,6001,0,64123,21100,0.329060262258,0.000000000000
6248,470000,1,1,2,30,0,0,0,0,0,0,290137,294980,276255,241089,223366,207733,15128,12235,10123,10019,10102,10000,0,255593,11268,0.044085004825,0.000000000000
6249,70000,1,1,2,31,1,2,2,0,0,0,65779,34480,33632,35747,38981,43331,3000,0,3000,4000,5000,0,1,41992,2500,0.059535622147,0.833333333333
6250,70000,2,2,2,23,-1,0,0,0,0,0,18193,19241,19346,15754,15855,15011,1352,1237,545,726,353,99,1,17233,719,0.041702127660,0.000000000000
6251,30000,2,1,2,25,0,0,0,0,0,0,22399,25859,26540,13842,16299,18547,5000,1500,499,3000,3000,3000,0,20581,2667,0.129561245809,0.000000000000
6252,30000,2,2,1,45,2,2,2,0,0,0,30330,30948,29480,28805,19733,16543,1400,0,928,602,768,1299,1,25973,833,0.032065144155,1.000000000000
6253,20000,2,3,2,50,0,0,0,0,0,0,16350,17382,18488,19179,19720,19822,1300,1400,1000,1000,626,300,0,18490,938,0.050711639520,0.000000000000
6254,210000,1,2,2,31,2,2,0,0,2,0,200332,195530,176634,128137,130500,128838,0,6800,4900,4500,4700,4900,1,159995,4300,0.026875811873,1.000000000000
6255,300000,1,2,2,31,-1,-1,-1,-1,-1,-1,86267,78176,48163,13461,5121,5663,78580,48408,13538,5145,5690,13535,0,39475,27483,0.696201409325,0.000000000000
6256,10000,2,2,2,24,0,0,0,0,0,0,7199,8275,9232,9266,9501,9729,1350,1270,300,350,350,300,1,8867,653,0.073681440547,0.000000000000
6257,200000,2,2,1,30,1,2,0,0,0,0,35706,34064,30519,26166,28097,29855,1500,2547,2500,2500,3500,2000,0,30735,2425,0.078885291773,0.500000000000
6258,400000,2,2,1,34,-1,-1,0,-1,-1,0,14986,25772,12621,13983,3378,3770,25772,1500,13983,3378,2000,9353,0,12418,9331,0.751389075292,0.000000000000
6259,260000,2,1,2,30,-1,-1,-1,-2,-2,-2,449,1340,0,0,0,0,1340,0,0,0,0,3250,0,298,765,2.565679150363,0.000000000000
6260,10000,2,2,1,37,0,-1,0,0,0,0,10000,7419,7392,8265,8631,17974,7419,1400,1000,500,500,500,0,9947,1887,0.189658350229,0.000000000000
6261,140000,1,1,2,28,0,0,0,-1,-1,-1,23702,23917,24460,435,435,435,1457,1000,435,435,435,435,0,12231,700,0.057192303499,0.000000000000
6262,50000,1,3,2,43,0,0,0,0,-1,0,97348,49221,29457,9279,888,19947,3711,1060,212,888,19709,690,0,34357,4378,0.127437663724,0.000000000000
6263,330000,2,2,1,42,0,0,0,0,0,0,18516,24202,32912,36710,40442,42283,10000,10000,5000,5000,5000,5000,0,32511,6667,0.205059851844,0.000000000000
6264,360000,2,1,2,33,-2,-1,2,-1,0,0,0,883,887,26292,22279,550,883,4,26514,557,550,2500,0,8482,5168,0.609302234187,0.333333333333
6265,60000,2,2,2,29,1,2,0,0,0,0,9045,7910,6770,6880,5021,4952,1000,1000,1000,2000,2000,3000,0,6763,1667,0.246438957070,0.500000000000
6266,340000,1,2,1,42,0,0,0,0,0,0,76166,83909,169911,130718,131684,126223,10000,115000,5000,6000,10000,10000,0,119769,26000,0.217085460701,0.000000000000
6267,270000,2,2,1,33,0,0,0,0,0,0,121065,96197,92217,94082,96367,97793,3500,3349,3400,3800,3300,2601,1,99620,3325,0.033376776121,0.000000000000
6268,50000,1,2,2,33,0,0,0,0,0,2,24060,17474,18297,20114,13235,12482,1400,1183,2000,1200,0,610,0,17610,1066,0.060504249399,0.333333333333
6269,20000,1,3,2,29,0,0,0,0,0,0,11455,12866,5596,7337,8063,8769,2000,1500,2000,1000,1000,2100,0,9014,1600,0.177495100396,0.000000000000
6270,360000,2,2,2,25,0,0,0,0,0,0,336179,173781,161223,145172,131346,134135,6781,7226,5032,5346,15003,15011,0,180306,9067,0.050283961710,0.000000000000
6271,90000,2,2,1,55,0,-1,-1,-1,-1,-1,15000,1055,-180,2320,1286,1132,1055,0,2500,2000,1132,1110,1,3436,1300,0.378256440111,0.000000000000
6272,200000,2,1,1,50,-1,-1,-1,0,0,-1,1662,2482,19272,22388,21105,3471,2482,19272,10004,10000,3471,13754,0,11730,9831,0.838064791134,0.000000000000
6273,80000,2,1,1,43,-1,-1,-1,-2,-2,-1,21057,2282,-185,-185,-185,665,2282,0,0,0,1000,0,0,3908,547,0.139963324662,0.000000000000
6274,30000,2,3,1,45,1,2,2,2,0,0,29334,28198,29497,28268,30817,17219,0,2457,0,3000,344,0,0,27222,967,0.035516399013,1.166666666667
6275,50000,1,2,2,28,0,0,0,0,0,0,48566,47893,48760,22967,39687,23755,2000,2313,813,875,1008,695,0,38605,1284,0.033260227606,0.000000000000
6276,450000,2,1,1,69,-1,-1,-1,-1,-1,-1,2000,0,1173,0,6265,2374,0,1173,0,6265,2374,708,1,1969,1753,0.890619708771,0.000000000000
6277,130000,2,2,1,37,0,0,0,0,0,0,3811,8692,10467,10067,12567,12567,5000,2000,0,2500,0,0,1,9695,1583,0.163311615754,0.000000000000
6278,350000,1,1,2,33,0,0,0,0,0,0,53562,49396,42968,38575,34226,31026,2045,1660,1338,1300,2000,865,0,41626,1535,0.036868426005,0.000000000000
6279,20000,1,3,2,22,-2,-2,-1,-1,2,2,20732,19981,431,20786,20355,18752,2,431,20355,0,2732,7189,1,16840,5118,0.303938161268,0.666666666667
6280,240000,2,2,1,38,1,2,0,0,2,2,47320,46392,51652,54969,42373,48952,0,6000,4059,14,10022,0,0,48610,3349,0.068899190147,1.166666666667
6281,130000,1,1,2,30,0,0,0,0,0,0,77939,78524,63421,60269,59984,27126,3916,3000,3000,3000,1000,2000,0,61211,2653,0.043336791346,0.000000000000
6282,360000,2,1,1,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000,0.166666666667
6283,10000,1,2,2,26,1,4,3,2,0,0,9526,9240,8950,8660,8840,9472,0,0,0,468,929,0,0,9115,233,0.025544909304,1.666666666667
6284,150000,2,2,1,35,0,0,0,0,2,0,39883,41045,41701,40699,25218,9340,1806,1462,2000,0,2000,44,0,32981,1219,0.036950567498,0.333333333333
6285,50000,1,5,2,33,0,0,0,0,0,0,47423,33843,31251,30935,28905,27487,1600,1600,1200,1200,1000,972,0,33307,1262,0.037889553852,0.000000000000
6286,80000,1,2,2,25,-1,2,-1,0,-1,0,832,416,832,416,832,416,0,832,0,832,0,416,1,624,347,0.555555555556,0.333333333333
6287,50000,1,2,2,28,-1,2,-1,0,0,-1,2809,187,3135,937,-3,894,0,3141,2,0,897,906,0,1327,824,0.621434853625,0.333333333333
6288,190000,1,3,2,34,0,0,0,0,0,0,47713,49242,52394,55521,113760,116299,3000,5000,5000,60000,5000,5000,0,72488,13833,0.190835745604,0.000000000000
6289,20000,1,2,1,62,0,0,0,-2,-2,-2,19724,19581,0,0,0,0,1000,0,20500,0,0,0,1,6551,3583,0.547004197939,0.000000000000
6290,390000,2,2,2,48,0,0,0,0,0,0,171189,176989,178698,182101,155517,154668,10000,10000,8004,10000,6000,10000,0,169860,9001,0.052988631837,0.000000000000
6291,100000,2,3,2,66,0,0,0,0,0,0,82583,83398,85103,86802,88912,90400,3035,3100,3100,3500,3500,7100,1,86200,3889,0.045118117239,0.000000000000
6292,50000,1,2,1,34,0,0,0,0,0,0,44849,41873,28077,18291,16886,27476,2550,1636,1000,1000,1000,1000,1,29575,1364,0.046130784663,0.000000000000
6293,120000,2,3,1,54,0,0,0,0,0,0,67094,69010,70683,71504,73230,73613,3000,3000,2300,2600,2500,1500,0,70856,2483,0.035047773173,0.000000000000
6294,80000,2,1,2,24,-1,-1,-1,-1,-1,-1,329,49,317,827,390,120,500,320,900,400,120,400,0,339,440,1.299212598425,0.000000000000
6295,340000,2,2,2,39,0,0,0,0,0,0,132749,134235,128079,64598,12014,710,5290,6706,3003,241,712,43974,0,78731,9988,0.126858388814,0.000000000000
6296,110000,2,2,2,23,0,0,0,0,0,0,111271,111532,107998,79211,77881,80628,6000,4016,3000,3000,4000,4000,0,94754,4003,0.042242942653,0.000000000000
6297,90000,2,2,1,42,-1,-1,-2,-2,-1,-1,390,0,-390,-780,780,0,0,0,0,1560,0,0,0,0,260,0.000000000000,0.000000000000
6298,170000,1,1,2,34,1,2,2,2,0,0,23535,22876,25674,24963,25640,26278,0,3503,0,1078,1215,1000,0,24828,1133,0.045621148450,1.166666666667
6299,310000,1,1,2,32,0,0,0,0,0,-1,6023,23782,26024,26201,20896,6579,18000,3000,1500,500,6579,40200,0,18251,11630,0.637222044655,0.000000000000
6300,110000,1,2,1,55,0,0,0,0,0,0,106670,108727,107386,78268,75846,75685,6000,3300,3012,3008,3000,3069,0,92097,3565,0.038707377367,0.000000000000
6301,50000,1,3,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000,0.166666666667
6302,100000,2,1,1,39,2,2,2,2,2,2,97284,99542,99898,99786,97670,100959,4700,2950,3100,5,6170,7,1,99190,2822,0.028450496439,2.000000000000
6303,120000,2,2,1,40,0,0,0,0,0,0,109399,109397,36850,37739,38381,39142,3900,1700,1500,1400,1400,1500,0,61818,1900,0.030735384516,0.000000000000
6304,50000,2,3,1,25,1,-1,0,0,0,0,-1159,40819,11143,9580,9793,8768,48000,3009,1000,321,2000,1000,0,13157,9222,0.700876570734,0.166666666667
6305,300000,1,1,2,32,1,2,2,-1,0,0,10566,11293,12000,3458,56338,56735,1200,1200,9427,55000,2000,2000,0,25065,11805,0.470955515659,0.833333333333
6306,260000,1,1,2,30,-1,-1,-1,-1,-1,-1,1943,855,7288,1055,710,755,855,7288,1055,710,755,955,0,2101,1936,0.921624623195,0.000000000000
6307,490000,1,1,2,35,-2,-2,-2,-2,-2,-2,-13,2639,1610,1231,1419,14143,2652,1618,1237,1426,14214,11493,0,3505,5440,1.552142279709,0.000000000000
6308,30000,2,1,2,25,-2,-2,-2,-2,-2,-2,9634,4476,8830,8153,6422,500,7,7002,13,155,1,0,0,6336,1196,0.188820202552,0.000000000000
6309,180000,2,1,2,30,0,0,0,0,2,2,149525,152460,154206,135881,130728,123155,7320,6100,9710,4800,0,4300,0,140993,5372,0.038098953254,0.666666666667
6310,20000,1,1,2,23,0,0,0,0,0,-2,18436,19219,6140,6140,0,0,1500,1000,0,0,0,0,0,8323,417,0.050065084610,0.000000000000
6311,50000,2,2,1,29,0,0,2,2,2,0,40117,45598,44570,47133,46249,47179,6138,0,3618,0,1850,1862,1,45141,2245,0.049725674368,1.000000000000
6312,20000,1,3,2,24,1,-1,0,0,0,2,0,5536,18884,18059,18163,16990,5536,14000,137,500,0,0,0,12939,3362,0.259854183842,0.500000000000
6313,400000,2,1,1,32,-2,-2,-2,-2,-2,-1,110,532,2651,0,644,636,587,2651,0,644,636,572,0,762,848,1.113054887382,0.000000000000
6314,10000,2,2,2,22,-1,-1,0,0,0,0,656,8748,9644,9541,8971,9645,10128,1200,400,323,1600,300,0,7868,2325,0.295540726618,0.000000000000
6315,80000,1,3,2,43,2,2,0,0,-1,-1,76292,77465,78834,12577,18376,23766,3006,5250,33,18431,23944,28457,0,47885,13187,0.275385472138,0.666666666667
6316,140000,2,1,2,28,0,0,0,0,0,0,115743,117357,112527,91802,94114,91201,5000,5000,3600,4000,4000,4000,0,103791,4267,0.041108384826,0.000000000000
6317,340000,2,2,1,33,2,-1,-1,-1,-1,-1,411,10983,8548,11190,8210,7981,11038,8591,11246,8251,8021,0,0,7887,7858,0.996280878220,0.333333333333
6318,120000,2,2,1,37,-1,2,0,0,0,0,200,200,42200,42000,42000,0,0,42000,200,0,0,0,0,21100,7033,0.333333333333,0.333333333333
6319,80000,2,1,2,25,0,0,0,0,0,0,45392,46723,41986,40060,38124,37140,5000,2000,2000,2000,3000,2000,0,41571,2667,0.064147539340,0.000000000000
6320,150000,1,1,2,31,-1,-1,-1,-1,0,0,3084,-1,600,4102,4102,6121,0,601,4102,0,2019,5515,0,3001,2040,0.679531319414,0.000000000000
6321,130000,2,2,1,53,0,0,0,0,0,0,126750,119997,108738,71835,62539,61906,5996,4148,2477,2346,2640,30000,0,91961,7935,0.086281297291,0.000000000000
6322,200000,1,1,2,29,-1,-1,-1,-1,-1,-1,99,99,99,99,99,348,99,99,99,99,348,0,0,141,124,0.882562277580,0.000000000000
6323,80000,2,1,2,22,0,0,0,0,0,0,78028,79347,76022,58897,54512,51937,3200,2229,1900,4000,5000,21000,0,66457,6222,0.093616690450,0.000000000000
6324,80000,1,2,2,30,-1,-1,-1,-1,-1,-2,2688,2208,0,1000,0,0,2208,0,1000,0,0,0,1,983,535,0.544097693351,0.000000000000
6325,500000,1,1,1,44,-1,-1,-1,-1,-1,-1,150758,62931,21296,19897,4460,4195,63256,21408,19996,4482,4212,16748,0,43923,21684,0.493676409764,0.000000000000
6326,80000,1,2,1,45,0,0,0,0,-2,-2,4089,5015,2521,531,9766,10042,1042,1000,531,9354,438,200,0,5327,2094,0.393098485797,0.000000000000
6327,50000,1,2,2,26,0,0,0,0,0,0,47169,48197,47738,47676,46694,47807,1804,1746,1681,1695,1890,4005,0,47547,2137,0.044941654018,0.000000000000
6328,190000,1,2,1,37,2,-1,0,0,-1,2,2461,8040,9640,0,5100,2350,8040,2000,0,5100,0,2792,1,4599,2989,0.649922076039,0.666666666667
6329,70000,2,2,2,25,0,0,0,0,0,0,66174,67555,25059,26834,14112,28191,3000,2000,2400,2012,14500,3000,1,37988,4485,0.118073927827,0.000000000000
6330,120000,1,2,2,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000,0.166666666667
6331,50000,2,2,1,34,0,0,2,0,0,0,11367,10982,10243,10826,11699,10146,3000,1000,1000,1000,2000,2000,0,10877,1667,0.153226177160,0.333333333333
6332,350000,1,2,2,51,0,0,0,0,0,0,39943,40859,45398,50634,60540,65074,1859,5398,5634,10540,5096,2296,0,50408,5137,0.101911733587,0.000000000000
6333,60000,2,2,2,29,0,0,0,0,0,2,60000,60594,57606,33159,36183,27572,3100,2000,3000,3800,0,2000,0,45852,2317,0.050524509840,0.333333333333
6334,200000,2,1,1,47,-1,-1,-1,-1,-1,-1,935,1418,-2,120,150,928,1418,0,122,300,928,464,1,592,539,0.910679064525,0.000000000000
6335,50000,2,2,2,23,0,0,0,0,0,0,45078,44291,39408,29689,23879,23355,3000,3000,947,1000,837,866,0,34283,1608,0.046912980068,0.000000000000
6336,360000,1,2,2,31,-1,-1,-1,0,0,-1,744,9613,18748,18694,11606,7516,9667,18781,6729,58,7553,8758,0,11154,8591,0.770251490564,0.000000000000
6337,290000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000000000000,0.166666666667
6338,20000,1,1,2,24,0,-1,-1,-1,-1,-1,3395,2296,396,396,8972,3984,2296,396,396,8972,3984,396,1,3240,2740,0.845722516590,0.000000000000
6339,360000,2,1,1,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000000000000,0.166666666667
6340,250000,1,1,1,53,1,-1,-1,-1,-1,-1,0,4190,21500,0,10180,7680,4190,25690,0,10180,7680,0,1,7258,7957,1.096211251435,0.166666666667
6341,30000,1,2,1,30,0,0,0,0,0,-2,27836,28998,29480,29500,0,0,2000,1200,1000,0,1500,0,0,19302,950,0.049216847704,0.000000000000
6342,280000,2,1,1,47,0,0,0,0,-1,0,257561,270827,212405,194345,161084,174622,20000,15000,0,161084,15000,20000,0,211807,38514,0.181835063942,0.000000000000
6343,70000,1,1,2,26,0,0,0,-1,0,0,35666,18116,18397,17262,24921,0,5000,17831,17262,15001,0,11672,0,19060,11128,0.583812804953,0.000000000000
6344,20000,1,2,2,47,0,0,2,0,0,0,14591,16254,16686,17406,18123,19680,1900,1000,1000,1000,1864,1000,0,17123,1294,0.075569398482,0.333333333333
6345,350000,1,1,2,32,-1,-1,0,0,-1,-1,15179,4981,19194,4389,1717,4066,4983,15084,2028,1725,4086,2476,0,8254,5064,0.613455558696,0.000000000000
6346,200000,2,1,2,37,0,0,0,0,-1,0,21111,25562,8603,28692,29019,43308,5000,5000,20089,30000,15093,15051,0,26049,15039,0.577324930420,0.000000000000
6347,90000,1,3,2,25,0,0,0,0,-2,-2,6822,6995,7884,0,0,0,1172,1061,0,0,0,193,1,3617,404,0.111792083314,0.000000000000
6348,50000,2,2,1,22,0,0,0,0,0,0,48255,41550,35553,23711,25975,900,2400,1842,1000,1928,900,31150,0,29324,6537,0.222911835584,0.000000000000
6349,130000,1,2,2,29,-1,-1,-1,-1,-1,-1,3920,3848,942,942,768,-174,4000,942,942,768,0,0,0,1708,1109,0.649228967402,0.000000000000
6350,200000,2,1,2,30,0,0,0,0,0,0,196845,189104,183255,147612,148088,99985,8990,7000,5500,6000,4220,3610,0,160815,5887,0.036605246821,0.000000000000
6351,150000,2,1,2,32,0,0,0,0,0,2,125995,127467,130080,131238,141612,140868,5000,4723,3323,11086,0,4000,0,132877,4689,0.035285854050,0.333333333333
6352,330000,2,1,2,34,0,0,0,0,0,0,173630,178833,187820,190202,194964,199008,8000,12000,7000,8000,7287,7400,0,187410,8281,0.044187550080,0.000000000000
6353,10000,1,5,2,35,3,2,0,0,0,-2,10281,9949,8838,8838,0,0,25,4000,0,1000,0,0,0,6318,838,0.132564765472,0.833333333333
6354,360000,1,1,2,29,1,-2,-1,-1,-1,-1,-1808,-1808,6458,825,825,825,0,9091,825,825,825,825,0,886,2065,2.330449501599,0.166666666667
6355,120000,1,1,1,36,0,0,0,-1,0,0,43488,44785,47195,12432,13226,14258,2000,3200,37432,1000,1258,1000,0,29231,7648,0.261654426858,0.000000000000
6356,20000,2,2,2,22,0,0,0,0,0,0,7130,8185,9084,8667,8848,5328,1177,1076,249,258,500,500,0,7874,627,0.079590195165,0.000000000000
6357,100000,2,2,1,45,-2,-2,-2,-2,-2,-1,0,0,0,0,0,1505,0,0,0,0,1505,0,0,251,251,1.000000000000,0.000000000000
6358,70000,1,2,2,31,0,0,0,0,0,0,63441,29091,29802,30395,31034,31668,1789,1500,1089,1130,1150,1200,0,35905,1310,0.036475716123,0.000000000000
6359,350000,2,1,1,31,-2,-2,-1,0,0,-1,7914,4221,23907,28528,24965,5727,4221,23916,25528,2965,5753,8095,0,15877,11746,0.739833301841,0.000000000000
6360,140000,1,1,2,56,0,0,0,0,0,0,140630,142166,51334,51533,52233,53826,6100,2411,2000,2041,3000,1874,0,81954,2904,0.035438723506,0.000000000000
6361,140000,2,2,2,23,0,0,0,0,0,0,49235,45173,39585,36189,21772,21417,2517,1559,2000,1003,1000,1002,0,35562,1514,0.042559673058,0.000000000000
6362,380000,1,1,2,27,-1,0,0,0,0,0,73903,66541,58665,43837,72069,61925,2924,2555,1515,37056,2413,1522,0,62823,7998,0.127301427283,0.000000000000
6363,50000,1,2,2,24,1,2,2,2,2,2,33991,33168,34805,34933,36692,37934,0,2500,1000,2900,2000,1500,1,35254,1650,0.046803420905,1.833333333333
6364,20000,2,3,1,25,1,2,3,2,2,0,19045,20438,19771,20241,19364,18260,2000,0,1000,0,1000,0,0,19520,667,0.034153297074,1.666666666667
6365,190000,2,3,1,39,-1,-1,-2,-1,-1,-1,157,-1049,-2681,1975,2244,3294,0,0,6475,2244,2284,0,0,657,1834,2.792639593909,0.000000000000
6366,230000,2,1,2,36,0,0,0,0,0,0,111691,117858,121697,119772,115730,111222,8000,6000,5000,5000,5000,5000,0,116328,5667,0.048712695388,0.000000000000
6367,20000,2,2,1,43,0,0,0,0,0,0,7470,8492,9547,20766,12197,12994,1145,1200,2000,3000,1000,2000,0,11911,1724,0.144754148826,0.000000000000
6368,100000,1,2,1,52,0,0,0,0,0,0,21641,22983,24290,25080,25768,27407,2000,2000,1500,1093,2228,0,0,24528,1470,0.059937894529,0.000000000000
6369,150000,2,1,2,26,-1,-1,-1,0,-1,0,38052,0,18600,18400,1527,1527,0,18600,0,1527,0,0,0,13018,3355,0.257688269787,0.000000000000
